source_mat_id_orig,samp_description,samp_collect_device,tax_id,scientific_name,investigation_type,env_material,deployment_date,collection_date,arms_unit_id,sampling_event,crate_cover,preservative,sampl_person,sampl_person_orcid,depth,rep_check,replicate,samp_fraction,size_filter,noteworthy_env_cond,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,images_in_PlutoF,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,seq_batch,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMOBON_PiEGetxo_2_Ha_24521_241022_MF100_4,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2024-05-21 collected on 2024-10-22. Size fraction MF100um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],2024-05-21 00:00:00,2024-10-22 00:00:00,PiEGetxo2,PiEGetxo_2_Ha_240521_241022,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0079,10,,4,MF,100,,ARMS Handbook v3.0,4 replicates collected,2024-10-22 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4600,Ibon Cancio,https://orcid.org/0000-0003-4841-0086,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_35
EMOBON_PiEGetxo_1_Ha_24521_241022_MF500_3,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2024-05-21 collected on 2024-10-22. Size fraction MF500um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],2024-05-21 00:00:00,2024-10-22 00:00:00,PiEGetxo1,PiEGetxo_1_Ha_240521_241022,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0079,10,,3,MF,500,,ARMS Handbook v3.0,4 replicates collected,2024-10-22 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4601,Ibon Cancio,https://orcid.org/0000-0003-4841-0087,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_36
EMOBON_PiEGetxo_1_Ha_24521_241022_MF500_4,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2024-05-21 collected on 2024-10-22. Size fraction MF500um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],2024-05-21 00:00:00,2024-10-22 00:00:00,PiEGetxo1,PiEGetxo_1_Ha_240521_241022,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0079,10,,4,MF,500,,ARMS Handbook v3.0,4 replicates collected,2024-10-22 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4602,Ibon Cancio,https://orcid.org/0000-0003-4841-0088,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_37
EMOBON_PiEGetxo_2_Ha_24521_241022_MF500_3,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2024-05-21 collected on 2024-10-22. Size fraction MF500um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],2024-05-21 00:00:00,2024-10-22 00:00:00,PiEGetxo2,PiEGetxo_2_Ha_240521_241022,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0079,10,,3,MF,500,,ARMS Handbook v3.0,4 replicates collected,2024-10-22 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4603,Ibon Cancio,https://orcid.org/0000-0003-4841-0089,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_38
EMOBON_PiEGetxo_2_Ha_24521_241022_MF500_4,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2024-05-21 collected on 2024-10-22. Size fraction MF500um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],2024-05-21 00:00:00,2024-10-22 00:00:00,PiEGetxo2,PiEGetxo_2_Ha_240521_241022,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0079,10,,4,MF,500,,ARMS Handbook v3.0,4 replicates collected,2024-10-22 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4604,Ibon Cancio,https://orcid.org/0000-0003-4841-0090,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_39
EMOBON_PiEGetxo_Ha_24521_241022_blank_3,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2024-05-21 collected on 2024-10-22. Size fraction blankNAum,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,cotton swab [OBI:0002821],2024-05-21 00:00:00,2024-10-22 00:00:00,NA,PiEGetxo_Ha_240521_241022,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0079,10,,3,blank,NA,,ARMS Handbook v3.0,4 replicates collected,2024-10-22 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4605,Ibon Cancio,https://orcid.org/0000-0003-4841-0091,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_40
EMOBON_PiEGetxo_Ha_24521_241022_blank_4,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2024-05-21 collected on 2024-10-22. Size fraction blankNAum,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,cotton swab [OBI:0002821],2024-05-21 00:00:00,2024-10-22 00:00:00,NA,PiEGetxo_Ha_240521_241022,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0079,10,,4,blank,NA,,ARMS Handbook v3.0,4 replicates collected,2024-10-22 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_41
EMOBON_PiEGetxo_Ha_A1_250728_251028_SF40_1,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction SF40um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],2025-07-28 00:00:00,2025-10-28 00:00:00,A1,PiEGetxo_Ha_A1_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0080,10,,1,SF,40,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,N,2026-03-11 00:00:00,2026-03-13 00:00:00,-20,,,batch_8,,,,EMOBON_PiEGetxo_Ha_42
EMOBON_PiEGetxo_Ha_A1_250728_251028_SF40_2,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction SF40um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],2025-07-28 00:00:00,2025-10-28 00:00:00,A1,PiEGetxo_Ha_A1_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0081,10,,2,SF,40,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_43
EMOBON_PiEGetxo_Ha_A2_250728_251028_SF40_1,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction SF40um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],2025-07-28 00:00:00,2025-10-28 00:00:00,A2,PiEGetxo_Ha_A2_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0082,10,,1,SF,40,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,N,2026-03-11 00:00:00,2026-03-13 00:00:00,-20,,,batch_8,,,,EMOBON_PiEGetxo_Ha_44
EMOBON_PiEGetxo_Ha_A2_250728_251028_SF40_2,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction SF40um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],2025-07-28 00:00:00,2025-10-28 00:00:00,A2,PiEGetxo_Ha_A2_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0083,10,,2,SF,40,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_45
EMOBON_PiEGetxo_Ha_A1_250728_251028_MF100_1,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF100um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],2025-07-28 00:00:00,2025-10-28 00:00:00,A1,PiEGetxo_Ha_A1_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0084,10,,1,MF,100,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,N,2026-03-11 00:00:00,2026-03-13 00:00:00,-20,,,batch_8,,,,EMOBON_PiEGetxo_Ha_46
EMOBON_PiEGetxo_Ha_A1_250728_251028_MF100_2,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF100um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],2025-07-28 00:00:00,2025-10-28 00:00:00,A1,PiEGetxo_Ha_A1_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0085,10,,2,MF,100,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_47
EMOBON_PiEGetxo_Ha_A2_250728_251028_MF100_1,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF100um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],2025-07-28 00:00:00,2025-10-28 00:00:00,A2,PiEGetxo_Ha_A2_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0086,10,,1,MF,100,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,N,2026-03-11 00:00:00,2026-03-13 00:00:00,-20,,,batch_8,,,,EMOBON_PiEGetxo_Ha_48
EMOBON_PiEGetxo_Ha_A2_250728_251028_MF100_2,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF100um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],2025-07-28 00:00:00,2025-10-28 00:00:00,A2,PiEGetxo_Ha_A2_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0087,10,,2,MF,100,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_49
EMOBON_PiEGetxo_Ha_A1_250728_251028_MF500_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ν,NA,NA,NA,NA,NA,NA,Τ,sample doesn't exist,,EMOBON_PiEGetxo_Ha_50
EMOBON_PiEGetxo_Ha_A1_250728_251028_MF500_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ν,NA,NA,NA,NA,NA,NA,Τ,sample doesn't exist,,EMOBON_PiEGetxo_Ha_51
EMOBON_PiEGetxo_Ha_A2_250728_251028_MF500_1,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF500um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],2025-07-28 00:00:00,2025-10-28 00:00:00,A2,PiEGetxo_Ha_A2_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0090,10,,1,MF,500,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,N,2026-03-11 00:00:00,2026-03-13 00:00:00,-20,,,batch_8,,,,EMOBON_PiEGetxo_Ha_52
EMOBON_PiEGetxo_Ha_A2_250728_251028_MF500_2,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF500um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],2025-07-28 00:00:00,2025-10-28 00:00:00,A2,PiEGetxo_Ha_A2_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0091,10,,2,MF,500,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_53
EMOBON_PiEGetxo_Ha_250728_251028_blank_1,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction blankNAum,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,cotton swab [OBI:0002821],2025-07-28 00:00:00,2025-10-28 00:00:00,NA,PiEGetxo_Ha_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,10,,blank_1,blank,NA,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,N,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_54
EMOBON_PiEGetxo_Ha_250728_251028_blank_2,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction blankNAum,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,cotton swab [OBI:0002821],2025-07-28 00:00:00,2025-10-28 00:00:00,NA,PiEGetxo_Ha_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0093,10,,blank_2,blank,NA,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_55
EMOBON_PiEGetxo_Ha_A1_250728_251028_SF40_3,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction SF40um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],2025-07-28 00:00:00,2025-10-28 00:00:00,A1,PiEGetxo_Ha_A1_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0094,10,,3,SF,40,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_56
EMOBON_PiEGetxo_Ha_A1_250728_251028_SF40_4,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction SF40um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],2025-07-28 00:00:00,2025-10-28 00:00:00,A1,PiEGetxo_Ha_A1_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0095,10,,4,SF,40,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_57
EMOBON_PiEGetxo_Ha_A2_250728_251028_SF40_3,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction SF40um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],2025-07-28 00:00:00,2025-10-28 00:00:00,A2,PiEGetxo_Ha_A2_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0096,10,,3,SF,40,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_58
EMOBON_PiEGetxo_Ha_A2_250728_251028_SF40_4,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction SF40um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],2025-07-28 00:00:00,2025-10-28 00:00:00,A2,PiEGetxo_Ha_A2_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0097,10,,4,SF,40,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_59
EMOBON_PiEGetxo_Ha_A1_250728_251028_MF100_3,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF100um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],2025-07-28 00:00:00,2025-10-28 00:00:00,A1,PiEGetxo_Ha_A1_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0098,10,,3,MF,100,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_60
EMOBON_PiEGetxo_Ha_A1_250728_251028_MF100_4,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF100um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],2025-07-28 00:00:00,2025-10-28 00:00:00,A1,PiEGetxo_Ha_A1_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0099,10,,4,MF,100,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_61
EMOBON_PiEGetxo_Ha_A2_250728_251028_MF100_3,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF100um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],2025-07-28 00:00:00,2025-10-28 00:00:00,A2,PiEGetxo_Ha_A2_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0100,10,,3,MF,100,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_62
EMOBON_PiEGetxo_Ha_A2_250728_251028_MF100_4,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF100um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],2025-07-28 00:00:00,2025-10-28 00:00:00,A2,PiEGetxo_Ha_A2_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0101,10,,4,MF,100,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_63
EMOBON_PiEGetxo_Ha_A1_250728_251028_MF500_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ν,NA,NA,NA,NA,NA,NA,Τ,sample doesn't exist,,EMOBON_PiEGetxo_Ha_64
EMOBON_PiEGetxo_Ha_A1_250728_251028_MF500_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ν,NA,NA,NA,NA,NA,NA,Τ,sample doesn't exist,,EMOBON_PiEGetxo_Ha_65
EMOBON_PiEGetxo_Ha_A2_250728_251028_MF500_3,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF500um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],2025-07-28 00:00:00,2025-10-28 00:00:00,A2,PiEGetxo_Ha_A2_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0104,10,,3,MF,500,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_66
EMOBON_PiEGetxo_Ha_A2_250728_251028_MF500_4,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF500um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],2025-07-28 00:00:00,2025-10-28 00:00:00,A2,PiEGetxo_Ha_A2_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0105,10,,4,MF,500,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_67
